case_id,continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status
EZYV02594,Asia,High School,Y,N,26106,1988,South,248372.4574,Year,Y,Certified
EZYV02595,Asia,Master's,Y,N,20375,1987,Midwest,108789.6827,Year,Y,Certified
EZYV02596,Africa,Master's,N,N,13694,1967,South,144099.3827,Year,Y,Denied
EZYV02597,Asia,Doctorate,N,N,49245,1970,Northeast,229827.0578,Year,Y,Certified
EZYV02598,Asia,Bachelor's,N,N,30849,2009,Midwest,120898.1399,Year,Y,Denied
EZYV02599,Africa,Master's,Y,N,26991,2019,Northeast,195323.9073,Year,N,Certified
EZYV02600,Africa,Bachelor's,Y,Y,39481,1996,South,137253.4035,Year,Y,Certified
EZYV02601,Asia,Master's,Y,N,48160,1980,South,159374.3705,Hour,Y,Certified
EZYV02602,Europe,High School,Y,N,39352,1963,Northeast,233139.1096,Year,Y,Denied
EZYV02603,Asia,Doctorate,Y,N,28079,1962,Northeast,375.8013,Year,N,Certified
EZYV02604,North America,Doctorate,N,N,53627,2000,Northeast,225254.7843,Year,Y,Certified
EZYV02605,Asia,Master's,N,N,53740,1998,Northeast,124523.4665,Year,Y,Certified
EZYV02606,Asia,Master's,Y,Y,57979,1976,South,151769.7394,Year,Y,Certified
EZYV02607,Europe,High School,Y,N,5473,1971,Midwest,112624.4814,Year,Y,Certified
EZYV02608,Asia,Master's,N,N,53443,1964,Northeast,65377.4736,Year,Y,Certified
EZYV02609,Europe,Bachelor's,Y,Y,11602,2000,West,16688.5961,Year,Y,Certified
EZYV02610,Asia,Master's,Y,Y,37216,1996,South,236292.4022,Year,Y,Certified
EZYV02611,South America,High School,Y,Y,39484,1979,Northeast,156044.2763,Hour,Y,Certified
EZYV02612,North America,Master's,N,N,12357,2003,South,218392.9902,Year,Y,Certified
EZYV02613,Asia,Bachelor's,N,N,502,2010,Northeast,72843.9091,Year,Y,Denied
EZYV02614,North America,Master's,Y,N,56607,1991,West,69644.1375,Year,Y,Certified
EZYV02615,Asia,Master's,Y,N,53475,1975,South,84078.9543,Year,Y,Certified
EZYV02616,Asia,Bachelor's,N,N,10504,1960,West,57913.3496,Year,Y,Denied
EZYV02617,Asia,Bachelor's,Y,N,36085,2007,Midwest,124593.0842,Year,Y,Certified
EZYV02618,South America,Master's,N,N,9098,1994,Northeast,234073.1385,Year,N,Certified
EZYV02619,South America,Master's,Y,N,33999,1980,Midwest,219040.4554,Year,Y,Certified
EZYV02620,Africa,High School,N,N,19064,1960,Northeast,123876.0934,Year,Y,Denied
EZYV02621,South America,Bachelor's,N,N,45103,2008,Northeast,87320.864,Year,Y,Certified
EZYV02622,Africa,Bachelor's,N,N,34422,2015,Northeast,152999.6131,Year,N,Denied
EZYV02623,Asia,Master's,Y,N,29891,1988,Midwest,153142.0817,Year,Y,Certified
EZYV02624,Africa,Master's,N,N,40893,1976,West,171004.2694,Year,Y,Certified
EZYV02625,Europe,High School,Y,N,28555,1997,Midwest,133992.8865,Year,Y,Denied
EZYV02626,Asia,Master's,Y,N,812,2012,West,6883.464,Year,Y,Certified
EZYV02627,Europe,Master's,Y,N,35763,1995,South,19196.42,Year,Y,Certified
EZYV02628,Asia,Master's,N,N,46684,1960,Midwest,243448.9914,Year,Y,Denied
EZYV02629,Asia,High School,Y,N,29429,1971,Midwest,186609.5767,Year,Y,Certified
EZYV02630,Asia,Bachelor's,N,N,10513,1965,West,237072.0753,Year,Y,Certified
EZYV02631,Asia,Bachelor's,Y,N,485,1984,South,85013.4951,Year,Y,Certified
EZYV02632,Asia,Bachelor's,Y,N,17799,1987,Midwest,133830.3647,Year,Y,Certified
EZYV02633,South America,Bachelor's,Y,N,46086,1992,Northeast,80623.5894,Month,Y,Denied
EZYV02634,Europe,High School,N,N,19335,2005,Midwest,227251.9747,Year,N,Denied
EZYV02635,Asia,Bachelor's,Y,N,57369,1966,Island,72075.7991,Year,Y,Certified
EZYV02636,Asia,Master's,Y,N,19956,2016,West,173514.0637,Year,Y,Certified
EZYV02637,Asia,Bachelor's,Y,N,25665,1975,Northeast,43928.8826,Year,Y,Certified
EZYV02638,Asia,Master's,Y,N,45625,1991,Northeast,26491.8125,Year,N,Certified
EZYV02639,South America,High School,Y,N,36842,1972,Midwest,39077.5142,Year,Y,Denied
EZYV02640,Asia,Master's,Y,N,2471,1981,Midwest,132457.9256,Year,Y,Denied
EZYV02641,North America,Bachelor's,Y,N,4590,2009,West,211166.3519,Year,Y,Certified
EZYV02642,North America,Master's,N,Y,11803,1962,Midwest,249820.0753,Hour,Y,Certified
EZYV02643,Europe,Master's,Y,N,52299,1988,South,155746.2243,Hour,Y,Denied
EZYV02644,South America,Bachelor's,Y,N,1353,1995,Midwest,133494.1623,Year,Y,Certified
EZYV02645,Asia,Master's,Y,N,4310,1994,Northeast,196763.2711,Year,Y,Certified
EZYV02646,South America,Bachelor's,Y,N,46701,1982,Northeast,16123.3018,Year,Y,Certified
EZYV02647,North America,Master's,N,N,37376,1982,South,202387.4294,Year,Y,Denied
EZYV02648,North America,High School,Y,N,59023,2014,South,189643.2093,Hour,Y,Denied
EZYV02649,Europe,Bachelor's,Y,N,13187,1974,South,132479.4732,Year,Y,Certified
EZYV02650,South America,Bachelor's,N,N,39577,1988,West,5942.1465,Year,Y,Denied
EZYV02651,Oceania,Doctorate,Y,N,8084,1981,Northeast,50708.8057,Year,Y,Certified
EZYV02652,Asia,Bachelor's,N,N,35414,2005,West,92554.2073,Year,Y,Certified
EZYV02653,North America,Master's,N,N,6384,2008,Northeast,235317.312,Year,N,Certified
EZYV02654,North America,Bachelor's,Y,N,54485,2010,Midwest,159694.5083,Year,Y,Certified
EZYV02655,Asia,Bachelor's,Y,N,24968,1965,Northeast,127621.1348,Year,Y,Certified
EZYV02656,Africa,Bachelor's,Y,N,15308,1965,West,122208.9198,Year,Y,Certified
EZYV02657,Asia,Doctorate,Y,N,59070,1982,West,195037.9378,Year,Y,Certified
EZYV02658,Europe,Master's,Y,N,4001,1986,South,81042.8337,Year,N,Certified
EZYV02659,Asia,Bachelor's,Y,N,47996,1963,Northeast,23812.296,Year,N,Certified
EZYV02660,Asia,Master's,Y,N,30605,2013,Northeast,169325.4183,Year,Y,Certified
EZYV02661,South America,Bachelor's,Y,N,41261,2013,South,82388.1988,Hour,Y,Certified
EZYV02662,Asia,High School,Y,N,15632,1985,Northeast,81533.0907,Year,Y,Certified
EZYV02663,Asia,Master's,N,N,52882,2006,Northeast,113787.866,Year,Y,Certified
EZYV02664,Asia,Bachelor's,N,N,27073,1993,West,60834.9586,Year,Y,Denied
EZYV02665,Asia,Bachelor's,Y,N,25122,1999,Northeast,230441.2919,Year,Y,Certified
EZYV02666,North America,Master's,N,N,27386,2012,Northeast,211773.2115,Year,Y,Certified
EZYV02667,South America,Bachelor's,Y,N,17793,1965,South,247773.8651,Year,Y,Certified
EZYV02668,Asia,Doctorate,N,N,19140,1973,South,241144.2892,Year,Y,Certified
EZYV02669,Europe,Master's,N,N,8418,1985,South,78750.9452,Year,Y,Certified
EZYV02670,Asia,Master's,N,N,29187,2013,West,95273.3701,Year,Y,Certified
EZYV02671,Europe,Master's,Y,N,28491,1995,West,174624.846,Year,Y,Denied
EZYV02672,Asia,Master's,Y,N,22818,1983,South,4158.3065,Year,Y,Certified
EZYV02673,Asia,Bachelor's,N,N,59136,1961,South,248473.4436,Year,N,Denied
EZYV02674,Asia,Master's,Y,N,6796,1995,Northeast,2908.6019,Hour,Y,Certified
EZYV02675,Europe,Master's,Y,Y,54618,1976,West,132965.1841,Year,Y,Certified
EZYV02676,Asia,Doctorate,N,N,52005,1979,South,167241.338,Year,Y,Certified
EZYV02677,Asia,Bachelor's,N,N,1350,2019,Midwest,228553.7477,Year,Y,Certified
EZYV02678,North America,Master's,N,N,42080,1991,West,161105.2529,Year,Y,Certified
EZYV02679,North America,Master's,N,N,12563,1968,West,149322.8062,Year,Y,Certified
EZYV02680,Asia,Bachelor's,N,N,2492,1962,South,75229.7529,Year,Y,Denied
EZYV02681,North America,Master's,Y,N,51662,1983,Midwest,147812.1645,Hour,N,Certified
EZYV02682,South America,Bachelor's,N,N,6960,1963,South,187475.4379,Year,Y,Certified
EZYV02683,Asia,Bachelor's,N,N,17944,1985,South,128994.8014,Year,Y,Denied
EZYV02684,Europe,Master's,N,N,5804,1984,Midwest,194952.8975,Year,Y,Certified
EZYV02685,Asia,Bachelor's,Y,N,8530,2012,West,17589.3391,Year,Y,Certified
EZYV02686,North America,High School,Y,N,3718,1980,South,83977.2873,Year,Y,Certified
EZYV02687,Asia,High School,N,N,50543,1976,Northeast,239961.5207,Hour,Y,Denied
EZYV02688,Europe,Bachelor's,Y,N,3557,1996,Northeast,80996.4144,Year,N,Certified
EZYV02689,Asia,Master's,Y,N,45558,1998,West,155539.4544,Hour,Y,Certified
EZYV02690,Asia,Doctorate,N,N,9439,1962,Northeast,130067.2125,Year,Y,Certified
EZYV02691,Africa,Master's,Y,N,54895,1965,Northeast,234168.6785,Year,Y,Certified
EZYV02692,Asia,Bachelor's,Y,N,50874,1970,Northeast,40860.4147,Year,Y,Certified
EZYV02693,South America,Master's,Y,N,37772,2006,Midwest,74987.1473,Year,Y,Certified
EZYV02694,Oceania,Master's,Y,N,49696,1972,South,215621.8509,Year,Y,Certified
EZYV02695,South America,Master's,N,N,17910,2019,South,166617.3957,Year,Y,Certified
EZYV02696,Asia,Bachelor's,Y,N,46992,1986,Midwest,135853.7303,Year,N,Certified
EZYV02697,North America,Bachelor's,Y,N,13306,2016,South,98846.1179,Year,Y,Certified
EZYV02698,Asia,Doctorate,Y,N,36888,1974,West,102946.5952,Year,Y,Certified
EZYV02699,Asia,Master's,Y,N,55164,1985,West,233743.6862,Year,Y,Certified
EZYV02700,South America,High School,Y,N,43413,1968,South,167834.686,Year,Y,Certified
EZYV02701,Europe,Master's,Y,N,16186,2010,West,232288.7769,Year,Y,Certified
EZYV02702,Asia,High School,Y,N,44312,1995,Midwest,243052.09,Year,Y,Certified
EZYV02703,Asia,High School,Y,N,53000,1964,Northeast,136842.5999,Year,Y,Certified
EZYV02704,North America,Master's,Y,N,53360,2004,Northeast,152550.2585,Year,Y,Certified
EZYV02705,North America,Master's,Y,Y,44354,2013,Midwest,164159.9593,Year,Y,Certified
EZYV02706,Asia,Bachelor's,Y,N,43944,2001,South,209824.4169,Year,N,Denied
EZYV02707,South America,Doctorate,Y,N,47093,2008,South,164836.1138,Year,Y,Certified
EZYV02708,Asia,Master's,Y,Y,44191,1976,Northeast,28838.9261,Year,Y,Certified
EZYV02709,Asia,High School,Y,N,8037,1985,Midwest,235619.0414,Year,N,Certified
EZYV02710,Europe,Master's,Y,N,48247,2011,West,165301.4027,Year,Y,Certified
EZYV02711,Oceania,Master's,N,N,10810,1996,Midwest,217505.3345,Year,Y,Certified
EZYV02712,Asia,Master's,Y,Y,33387,1996,South,106299.4889,Year,Y,Certified
EZYV02713,Asia,Doctorate,N,Y,20377,2006,Midwest,118784.1462,Year,Y,Certified
EZYV02714,Asia,Master's,N,N,12793,1996,South,172276.3169,Hour,Y,Certified
EZYV02715,South America,Bachelor's,Y,N,16925,1967,West,194145.7158,Year,Y,Certified
EZYV02716,Asia,Bachelor's,Y,N,5086,1972,West,19798.9858,Year,Y,Certified
EZYV02717,Asia,Master's,Y,N,26387,2006,South,101954.2398,Year,Y,Certified
EZYV02718,Oceania,Doctorate,Y,N,25151,1974,West,192510.1238,Year,Y,Certified
EZYV02719,Asia,High School,Y,N,24214,1999,Northeast,248060.5354,Year,Y,Denied
EZYV02720,Europe,Bachelor's,Y,N,5514,1988,South,3108.2843,Year,Y,Certified
EZYV02721,Asia,Master's,N,Y,36414,1997,West,66349.0952,Year,N,Certified
EZYV02722,North America,High School,Y,N,10170,1974,Northeast,116319.1758,Hour,Y,Denied
EZYV02723,Asia,High School,N,N,51356,1978,West,55890.8371,Year,Y,Denied
EZYV02724,Asia,Doctorate,N,N,1445,2001,South,6925.1652,Year,Y,Certified
EZYV02725,Asia,Master's,Y,Y,3330,1970,Northeast,134977.8474,Hour,Y,Certified
EZYV02726,North America,Doctorate,N,Y,18022,1978,West,162419.7725,Year,Y,Certified
EZYV02727,North America,Master's,N,N,24481,2019,Northeast,104132.3028,Year,Y,Certified
EZYV02728,Asia,Bachelor's,Y,N,58200,1969,Midwest,92595.5443,Year,Y,Certified
EZYV02729,Asia,Doctorate,Y,N,31525,1994,Island,246405.5179,Year,N,Certified
EZYV02730,South America,Bachelor's,Y,N,22745,1969,South,119486.6251,Year,Y,Certified
EZYV02731,Asia,Bachelor's,Y,N,50258,2002,South,199557.7494,Year,Y,Denied
EZYV02732,Asia,Doctorate,Y,N,14464,1967,Northeast,71936.1082,Year,Y,Certified
EZYV02733,Europe,Master's,Y,N,53821,1994,West,207581.0256,Year,Y,Certified
EZYV02734,Asia,Doctorate,Y,Y,24215,1986,Northeast,205960.1824,Year,Y,Certified
EZYV02735,Asia,Bachelor's,N,N,18773,2001,Midwest,67071.9899,Year,Y,Certified
EZYV02736,Asia,Doctorate,Y,N,18090,1960,Island,164032.567,Year,Y,Certified
EZYV02737,Asia,Master's,Y,N,596,1990,Northeast,170567.3412,Hour,Y,Certified
EZYV02738,Asia,Master's,Y,N,40437,1992,West,110765.3591,Year,Y,Certified
EZYV02739,North America,Doctorate,N,N,34644,1974,South,193490.2597,Year,N,Certified
EZYV02740,Europe,Bachelor's,N,N,38073,1977,South,76859.9382,Year,Y,Denied
EZYV02741,Asia,Master's,Y,N,39114,2002,Northeast,121171.1054,Year,Y,Certified
EZYV02742,South America,Master's,N,N,1655,1993,West,247539.8961,Year,Y,Certified
EZYV02743,Asia,Master's,Y,N,52661,1994,Northeast,44833.1828,Year,Y,Certified
EZYV02744,North America,Doctorate,N,N,30686,2016,Midwest,37116.124,Year,Y,Certified
EZYV02745,Asia,Master's,Y,N,41489,1984,South,35721.2321,Year,Y,Certified
EZYV02746,North America,High School,Y,N,2186,2012,West,249527.6961,Year,Y,Certified
EZYV02747,Asia,Bachelor's,N,N,45666,2018,Midwest,40146.3365,Year,Y,Certified
EZYV02748,Asia,Doctorate,N,N,40646,1994,West,47721.7614,Year,Y,Certified
EZYV02749,Asia,Doctorate,N,N,22115,1972,South,173757.689,Year,Y,Denied
EZYV02750,Asia,Doctorate,Y,N,56149,1985,South,189922.2569,Year,Y,Certified
EZYV02751,Asia,High School,N,N,39045,1962,South,131859.9141,Hour,Y,Denied
EZYV02752,North America,Bachelor's,Y,Y,54450,2001,South,245670.746,Year,Y,Certified
EZYV02753,South America,Master's,N,N,49299,1976,Midwest,9919.4383,Hour,Y,Certified
EZYV02754,Asia,Master's,N,N,12354,2015,Northeast,155281.0531,Year,Y,Certified
EZYV02755,South America,High School,Y,N,59788,1999,South,151696.036,Year,Y,Certified
EZYV02756,North America,Master's,Y,N,44562,1989,West,80446.9479,Year,Y,Certified
EZYV02757,South America,Bachelor's,Y,N,11394,1971,South,224880.2294,Year,Y,Certified
EZYV02758,Europe,Bachelor's,Y,N,47587,1965,Midwest,138309.8502,Year,N,Certified
EZYV02759,Europe,Bachelor's,Y,N,25748,2000,Northeast,61735.799,Year,Y,Certified
EZYV02760,Asia,High School,Y,N,51864,2005,Northeast,22271.9573,Year,Y,Certified
EZYV02761,Europe,High School,N,N,10410,1975,West,26958.2996,Year,Y,Denied
EZYV02762,Africa,Doctorate,Y,N,15587,1960,South,224352.8457,Year,N,Certified
EZYV02763,Asia,Master's,Y,Y,20867,1979,Midwest,62727.1288,Year,Y,Certified
EZYV02764,Asia,Doctorate,N,N,27058,2005,South,226769.9243,Year,Y,Certified
EZYV02765,Asia,Bachelor's,Y,N,37884,1994,Northeast,30205.4536,Year,Y,Certified
EZYV02766,Africa,Bachelor's,Y,Y,13301,1965,South,245987.0272,Year,Y,Certified
EZYV02767,Asia,Bachelor's,N,N,42339,1966,South,208370.5979,Year,Y,Certified
EZYV02768,Europe,Master's,N,N,1473,1966,West,29233.9397,Year,Y,Certified
EZYV02769,South America,Bachelor's,Y,Y,19870,2005,Northeast,21696.9144,Year,Y,Certified
EZYV02770,Oceania,Master's,Y,N,39545,2006,South,200898.6082,Hour,N,Certified
EZYV02771,Asia,Master's,Y,N,15905,1984,Midwest,19700.9506,Year,Y,Certified
EZYV02772,North America,Master's,N,N,25896,2001,South,65692.8102,Year,Y,Certified
EZYV02773,South America,Bachelor's,N,N,36369,1961,West,200352.2024,Year,Y,Denied
EZYV02774,Asia,Master's,N,N,14898,1993,Northeast,226913.4871,Year,Y,Denied
EZYV02775,North America,Bachelor's,N,N,57860,1976,West,191959.4842,Year,Y,Denied
EZYV02776,Asia,High School,Y,Y,50828,2009,Northeast,222495.2266,Year,Y,Certified
EZYV02777,Europe,Master's,Y,Y,58262,1989,West,140060.1006,Year,Y,Certified
EZYV02778,Asia,Master's,N,N,29748,2011,South,194946.8683,Year,Y,Certified
EZYV02779,Asia,Master's,N,N,20613,1993,Northeast,86177.7449,Year,Y,Certified
EZYV02780,Asia,High School,Y,N,59679,1987,South,196346.4744,Year,Y,Denied
EZYV02781,Asia,Doctorate,N,Y,43713,2016,Northeast,169999.2787,Year,Y,Certified
EZYV02782,Asia,Doctorate,Y,N,47604,2019,Midwest,143792.5499,Year,Y,Certified
EZYV02783,Europe,Bachelor's,N,N,10974,1987,Northeast,248076.8699,Year,Y,Certified
EZYV02784,Asia,Master's,Y,N,52154,1981,Midwest,117550.9253,Month,Y,Denied
EZYV02785,Asia,Bachelor's,N,N,31695,1998,South,154887.9599,Year,Y,Denied
EZYV02786,Europe,Master's,Y,Y,46403,1970,Northeast,127574.4406,Year,Y,Certified
EZYV02787,Europe,Master's,N,N,49504,1983,South,65275.7326,Year,Y,Certified
EZYV02788,Asia,Master's,N,N,6368,2010,Northeast,82725.2971,Hour,Y,Certified
EZYV02789,Africa,Master's,Y,N,5958,2013,Midwest,244700.6848,Year,Y,Certified
EZYV02790,Asia,Bachelor's,N,N,3915,1984,Northeast,98149.1924,Year,Y,Denied
EZYV02791,South America,Master's,N,N,38581,1983,Midwest,169915.6856,Year,Y,Certified
EZYV02792,Asia,Master's,N,N,54906,2012,Northeast,141860.8965,Year,Y,Certified
EZYV02793,North America,Bachelor's,Y,N,1821,1972,South,222473.3569,Year,Y,Certified
EZYV02794,Oceania,Bachelor's,N,N,8304,1963,Northeast,189470.9815,Year,Y,Denied
EZYV02795,South America,Master's,Y,N,29162,1964,West,20346.7212,Year,Y,Certified
EZYV02796,Europe,Master's,N,N,23482,1966,South,88989.3795,Year,N,Certified
EZYV02797,Europe,Master's,Y,N,6193,2012,Midwest,178036.003,Year,Y,Certified
EZYV02798,Asia,Doctorate,N,N,36600,1962,South,40506.9306,Year,Y,Certified
EZYV02799,Europe,Master's,Y,N,54327,1979,Northeast,125959.1076,Year,Y,Certified
EZYV02800,North America,Bachelor's,Y,N,12725,1996,West,79578.7083,Year,N,Denied
EZYV02801,Oceania,Bachelor's,Y,N,184,1996,West,16375.6066,Year,N,Certified
EZYV02802,Asia,Master's,Y,N,13528,2009,Midwest,249287.0927,Year,Y,Certified
EZYV02803,Asia,Master's,Y,N,11088,2018,South,232355.277,Year,Y,Certified
EZYV02804,Europe,Master's,Y,N,27982,1984,West,186932.0333,Year,Y,Denied
EZYV02805,Asia,Master's,N,N,6452,1973,Northeast,50416.2536,Year,Y,Denied
EZYV02806,Asia,Master's,Y,N,21663,1965,Island,247133.8432,Year,Y,Certified
EZYV02807,Asia,Master's,Y,N,7179,2013,Northeast,157771.9123,Year,Y,Certified
EZYV02808,North America,Master's,N,N,40599,1982,Midwest,241525.6444,Year,Y,Certified
EZYV02809,Asia,High School,N,N,28159,2013,Northeast,10836.211,Year,Y,Denied
EZYV02810,Asia,Master's,N,N,4518,1980,West,43532.9852,Hour,Y,Certified
EZYV02811,Asia,Master's,N,N,2636,2005,Midwest,169376.2719,Year,Y,Certified
EZYV02812,South America,High School,N,N,29333,1998,Midwest,226813.4918,Year,Y,Denied
EZYV02813,Europe,Master's,N,N,35513,2002,South,44110.3968,Year,Y,Certified
EZYV02814,Asia,Master's,N,N,10467,1999,South,79411.1403,Year,Y,Certified
EZYV02815,Asia,Master's,N,N,19421,1978,Midwest,147126.6974,Year,Y,Certified
EZYV02816,Europe,Master's,Y,N,36409,1966,West,249915.3228,Year,Y,Certified
EZYV02817,Asia,Bachelor's,N,N,28278,1960,West,199956.3387,Year,Y,Denied
EZYV02818,Europe,Bachelor's,N,N,6986,1985,Northeast,230905.9822,Year,Y,Denied
EZYV02819,Asia,Bachelor's,N,Y,23485,2013,South,168818.1311,Year,Y,Denied
EZYV02820,Africa,Bachelor's,N,N,11869,1998,South,219367.3434,Year,Y,Denied
EZYV02821,Asia,Master's,Y,N,55605,2000,West,126859.8491,Year,Y,Certified
EZYV02822,Europe,Master's,Y,N,48236,1975,Northeast,31214.827,Year,Y,Certified
EZYV02823,Asia,Master's,N,N,18731,1989,South,177447.4433,Year,Y,Certified
EZYV02824,Africa,Bachelor's,N,N,14121,1984,Midwest,150448.4356,Year,Y,Certified
EZYV02825,Oceania,Bachelor's,N,N,8091,1968,South,121440.446,Hour,Y,Denied
EZYV02826,North America,Bachelor's,N,N,44227,1996,Midwest,68892.7307,Year,Y,Denied
EZYV02827,Asia,Master's,N,N,55096,1981,Northeast,196093.9124,Year,Y,Certified
EZYV02828,Asia,Bachelor's,N,N,16394,1984,South,205138.4383,Year,N,Denied
EZYV02829,North America,Master's,Y,N,38391,1995,South,91173.5697,Year,Y,Denied
EZYV02830,North America,Master's,N,Y,14113,1961,South,231956.0866,Year,Y,Denied
EZYV02831,Asia,Master's,Y,N,55022,2016,West,92561.4753,Year,Y,Certified
EZYV02832,Asia,Bachelor's,Y,N,17959,1973,Northeast,27069.1112,Year,Y,Denied
EZYV02833,Asia,Bachelor's,Y,N,5778,2000,South,41798.7862,Year,Y,Certified
EZYV02834,South America,Master's,Y,N,52857,2006,Northeast,123729.9645,Year,Y,Certified
EZYV02835,Europe,Master's,Y,N,56732,1969,West,20149.7757,Year,Y,Certified
EZYV02836,Europe,High School,Y,N,23838,1974,Midwest,179659.4535,Year,Y,Denied
EZYV02837,Europe,Master's,N,N,54439,1984,Northeast,198814.9447,Year,Y,Certified
EZYV02838,Asia,Master's,N,N,14636,2009,South,137457.1895,Year,Y,Certified
EZYV02839,Asia,Bachelor's,Y,N,16264,1998,South,223358.4436,Year,Y,Certified
EZYV02840,Asia,Bachelor's,N,Y,32205,1988,West,238580.7594,Year,Y,Denied
EZYV02841,North America,Bachelor's,Y,N,36031,2010,Northeast,112005.7557,Year,Y,Certified
EZYV02842,Asia,Bachelor's,Y,N,23147,1988,South,22463.9666,Year,Y,Denied
EZYV02843,Asia,Bachelor's,Y,N,47979,2013,West,57969.7746,Year,Y,Certified
EZYV02844,Asia,Master's,N,N,47414,2006,South,164472.4877,Year,Y,Certified
EZYV02845,Asia,Bachelor's,N,N,7270,1970,West,101564.9389,Year,Y,Certified
EZYV02846,Europe,Doctorate,N,N,59426,1982,South,171315.3467,Year,Y,Denied
EZYV02847,Asia,Doctorate,N,N,9563,1961,Midwest,166750.4495,Year,Y,Certified
EZYV02848,Asia,Bachelor's,N,N,31601,1974,Northeast,151420.9605,Year,N,Denied
EZYV02849,North America,Bachelor's,N,N,25391,1961,Northeast,39626.5752,Year,Y,Certified
EZYV02850,Asia,Master's,N,Y,27113,1966,South,71621.641,Year,Y,Denied
EZYV02851,Asia,Doctorate,Y,N,7721,1960,South,94589.8343,Year,Y,Certified
EZYV02852,Asia,Master's,Y,N,20591,2000,West,206139.6139,Year,Y,Certified
EZYV02853,North America,High School,Y,N,1835,1984,Northeast,170619.2646,Year,Y,Denied
EZYV02854,Asia,Bachelor's,N,N,58400,1988,Northeast,161304.5796,Year,N,Denied
EZYV02855,North America,High School,Y,N,8643,2005,West,168099.9087,Year,Y,Denied
EZYV02856,Africa,Master's,Y,N,29004,2008,South,125899.8799,Year,Y,Certified
EZYV02857,Europe,Master's,N,N,12973,1991,West,10100.0025,Year,Y,Certified
EZYV02858,Asia,Master's,N,N,10692,1987,West,50439.9477,Year,Y,Certified
EZYV02859,North America,Master's,Y,N,23422,1998,Northeast,35247.4785,Year,N,Certified
EZYV02860,Asia,Bachelor's,Y,N,58153,1984,West,16186.3668,Month,Y,Certified
EZYV02861,Asia,Master's,Y,N,28699,1986,Midwest,80005.2667,Year,N,Certified
EZYV02862,Asia,High School,Y,N,57653,1977,Midwest,196975.0019,Year,Y,Denied
EZYV02863,Asia,Master's,N,N,49625,1971,Northeast,28959.9246,Year,Y,Certified
EZYV02864,Asia,Master's,N,N,26151,1971,South,28033.3448,Year,Y,Denied
EZYV02865,Asia,Master's,Y,N,54072,1999,Midwest,31241.152,Week,Y,Certified
EZYV02866,Asia,Bachelor's,Y,N,20900,2009,West,67601.4585,Year,Y,Certified
EZYV02867,Asia,Master's,Y,N,30093,1985,South,50711.3431,Year,Y,Certified
EZYV02868,Europe,Master's,Y,N,40831,1965,Northeast,3687.4869,Year,Y,Certified
EZYV02869,Africa,Bachelor's,Y,N,35371,1996,West,69270.2779,Year,Y,Certified
EZYV02870,Asia,Bachelor's,N,N,49738,2014,West,249074.3573,Year,Y,Denied
EZYV02871,Europe,Master's,Y,Y,9786,1991,Midwest,84254.3134,Year,Y,Certified
EZYV02872,Asia,Bachelor's,N,N,29919,1961,Midwest,52972.5062,Year,Y,Certified
EZYV02873,Asia,Bachelor's,Y,N,39888,1964,South,124029.3396,Month,Y,Certified
EZYV02874,Asia,Bachelor's,N,Y,19858,1991,West,57496.2424,Year,Y,Denied
EZYV02875,Asia,Bachelor's,Y,N,52016,2011,Northeast,139999.3713,Year,Y,Certified
